,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
12414,24,42000,RENT,0.0,VENTURE,A,12000,7.66,0,0.29,N,4
15815,24,142800,MORTGAGE,8.0,MEDICAL,D,25000,14.84,1,0.15,Y,2
1416,23,51000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.14,0,0.02,N,2
18053,30,77000,RENT,7.0,PERSONAL,B,25000,10.75,1,0.32,N,8
6429,23,50000,OWN,7.0,EDUCATION,B,10000,11.71,0,0.2,N,3
13218,23,90000,OWN,7.0,MEDICAL,A,35000,8.9,0,0.39,N,4
30036,38,44000,RENT,0.0,PERSONAL,D,5000,15.65,1,0.11,N,14
25038,29,80000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,25000,7.49,0,0.31,N,7
30266,37,50000,MORTGAGE,6.0,MEDICAL,B,16000,,0,0.32,N,12
9803,25,33000,RENT,5.0,MEDICAL,A,9000,7.14,0,0.27,N,2
17954,32,230000,RENT,16.0,HOMEIMPROVEMENT,A,35000,,0,0.15,N,9
1670,21,28596,MORTGAGE,3.0,PERSONAL,A,2000,7.29,0,0.07,N,4
25426,28,70000,RENT,1.0,HOMEIMPROVEMENT,C,12000,14.27,0,0.17,Y,6
4015,26,39996,OWN,10.0,VENTURE,C,7000,13.57,0,0.18,Y,3
21966,35,29400,RENT,0.0,VENTURE,B,6150,12.21,0,0.21,N,5
4128,26,15000,RENT,0.0,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,N,4
10951,22,70000,MORTGAGE,0.0,EDUCATION,D,9600,15.37,0,0.14,N,2
18605,31,24000,OWN,1.0,HOMEIMPROVEMENT,A,1200,8.94,0,0.05,N,5
18861,35,38000,RENT,0.0,MEDICAL,A,1500,7.4,0,0.04,N,6
25742,29,90000,MORTGAGE,1.0,MEDICAL,A,12000,5.79,0,0.13,N,9
19899,31,36400,MORTGAGE,0.0,VENTURE,D,8000,14.46,0,0.22,N,9
23120,27,60000,MORTGAGE,4.0,VENTURE,A,8000,7.88,0,0.13,N,8
3890,23,39000,MORTGAGE,3.0,EDUCATION,C,5000,12.98,0,0.13,N,4
27582,28,150000,MORTGAGE,4.0,EDUCATION,B,20000,,0,0.13,N,8
7756,24,35000,RENT,9.0,PERSONAL,A,7000,5.99,0,0.2,N,2
10401,26,67260,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6500,7.14,0,0.1,N,2
22509,34,35316,RENT,5.0,MEDICAL,D,7200,14.84,1,0.2,N,10
22180,31,53000,MORTGAGE,8.0,EDUCATION,C,3000,15.23,0,0.06,N,5
13815,25,80600,RENT,9.0,PERSONAL,B,13800,11.99,0,0.17,N,3
3031,26,61200,RENT,9.0,PERSONAL,B,3200,9.91,0,0.05,N,2
6409,24,33000,RENT,3.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.18,N,2
7702,22,30000,RENT,0.0,MEDICAL,A,7000,8.9,0,0.23,N,4
32344,53,138000,RENT,4.0,PERSONAL,B,15000,12.69,1,0.11,N,21
321,24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4
12943,20,85920,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,8.49,0,0.14,N,2
28889,35,66000,MORTGAGE,4.0,EDUCATION,A,3000,6.03,0,0.05,N,10
21346,31,41000,MORTGAGE,6.0,MEDICAL,C,3200,13.16,1,0.08,N,6
96,24,12360,OWN,2.0,MEDICAL,C,1600,13.57,0,0.13,N,3
1397,23,40000,RENT,3.0,VENTURE,B,1000,10.62,0,0.03,N,4
31537,41,102000,MORTGAGE,20.0,VENTURE,B,7500,11.49,0,0.07,N,17
17890,29,80000,RENT,2.0,MEDICAL,B,30000,12.42,1,0.38,N,9
18,23,113000,RENT,8.0,DEBTCONSOLIDATION,D,35000,18.25,1,0.31,N,4
22891,35,26400,RENT,4.0,PERSONAL,B,8000,,0,0.3,N,8
3674,26,14000,RENT,2.0,VENTURE,B,4000,,1,0.29,N,3
7912,26,48000,RENT,10.0,MEDICAL,A,7000,9.63,0,0.15,N,2
25194,27,36000,RENT,2.0,DEBTCONSOLIDATION,D,12000,14.09,1,0.33,Y,10
23426,28,160000,RENT,7.0,PERSONAL,B,8000,12.69,0,0.05,N,7
10532,25,62400,OWN,7.0,PERSONAL,E,4000,18.39,1,0.06,Y,2
22387,27,55000,MORTGAGE,6.0,PERSONAL,A,10000,7.9,0,0.18,N,6
17548,21,30000,RENT,2.0,MEDICAL,D,5000,14.96,1,0.17,Y,4
22172,31,39000,RENT,5.0,MEDICAL,C,6600,13.79,0,0.17,Y,9
742,24,21600,MORTGAGE,8.0,MEDICAL,A,8000,5.42,0,0.37,N,2
15708,26,156000,MORTGAGE,5.0,PERSONAL,B,7000,9.91,0,0.04,N,4
6048,24,48000,OWN,5.0,VENTURE,A,4400,5.99,0,0.09,N,4
23658,33,44000,RENT,0.0,MEDICAL,D,9000,15.21,1,0.2,Y,6
6177,25,48000,OWN,7.0,EDUCATION,B,15000,10.25,0,0.31,N,4
19221,29,31000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9950,7.9,0,0.32,N,6
5575,24,72000,RENT,6.0,MEDICAL,A,5000,,0,0.07,N,3
16199,25,96000,MORTGAGE,6.0,VENTURE,C,21000,14.65,0,0.22,N,4
5386,23,65000,RENT,3.0,MEDICAL,B,8500,12.21,0,0.13,N,2
24835,28,76992,MORTGAGE,8.0,EDUCATION,B,1800,12.18,0,0.02,N,8
8471,26,58000,MORTGAGE,2.0,PERSONAL,A,3000,6.92,0,0.05,N,4
24076,30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,18000,,0,0.26,N,7
223,25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2
24647,32,66000,RENT,4.0,MEDICAL,B,10000,11.71,0,0.15,N,9
18216,27,160000,MORTGAGE,12.0,MEDICAL,C,1500,11.78,0,0.01,Y,6
17845,30,10200,OWN,,HOMEIMPROVEMENT,B,5500,10.36,1,0.54,N,8
6373,26,30000,RENT,1.0,MEDICAL,E,6000,15.45,1,0.2,N,4
6216,26,48000,MORTGAGE,10.0,EDUCATION,A,10000,7.74,0,0.21,N,2
23430,32,62400,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,12.53,0,0.32,N,6
26598,32,107004,MORTGAGE,6.0,VENTURE,B,4200,11.71,0,0.04,N,8
10650,22,30400,RENT,2.0,VENTURE,D,10000,12.8,1,0.33,N,2
6761,22,15090,RENT,0.0,EDUCATION,A,7000,8.94,1,0.46,N,4
15459,26,137000,MORTGAGE,3.0,EDUCATION,B,3500,12.18,0,0.03,N,2
30795,37,65000,MORTGAGE,0.0,PERSONAL,B,4000,10.75,0,0.06,N,15
26191,29,98000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,1825,14.27,0,0.02,N,6
11335,23,67476,MORTGAGE,5.0,HOMEIMPROVEMENT,C,25000,13.49,1,0.37,Y,3
4424,25,30000,RENT,0.0,HOMEIMPROVEMENT,E,4800,15.95,1,0.16,Y,2
5863,22,44400,RENT,2.0,EDUCATION,C,5500,12.73,0,0.12,N,4
31434,37,95000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,3250,13.35,0,0.03,N,13
31101,41,76000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,4800,5.42,0,0.06,N,16
7222,22,52000,MORTGAGE,6.0,VENTURE,C,2650,12.99,0,0.05,Y,3
14662,22,30000,RENT,2.0,DEBTCONSOLIDATION,C,15000,11.66,1,0.5,Y,3
8425,23,90000,RENT,5.0,VENTURE,D,7500,15.58,0,0.08,Y,3
24731,30,75000,MORTGAGE,4.0,VENTURE,B,15000,11.48,0,0.2,N,7
17572,23,50000,MORTGAGE,6.0,VENTURE,B,17000,12.42,0,0.34,N,4
21830,28,24996,RENT,2.0,DEBTCONSOLIDATION,C,7000,12.53,0,0.28,N,8
5510,25,64000,RENT,9.0,EDUCATION,D,5000,15.33,0,0.08,Y,4
16903,22,71500,RENT,2.0,EDUCATION,C,6400,13.11,0,0.09,N,4
31950,38,55000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,11700,7.66,0,0.21,N,13
25421,27,85000,MORTGAGE,9.0,MEDICAL,B,24000,11.71,0,0.28,N,10
31633,40,116000,MORTGAGE,3.0,VENTURE,C,12000,,0,0.1,N,16
31163,37,73000,RENT,4.0,DEBTCONSOLIDATION,B,11500,12.21,0,0.16,N,11
14755,26,114000,MORTGAGE,10.0,PERSONAL,A,14400,7.14,0,0.13,N,2
20352,32,34000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7500,5.99,1,0.22,N,7
5356,22,44000,RENT,4.0,VENTURE,A,8500,5.42,0,0.19,N,4
4332,23,14400,RENT,1.0,EDUCATION,B,4750,11.11,1,0.33,N,2
29336,41,110496,RENT,3.0,HOMEIMPROVEMENT,A,20000,6.91,0,0.18,N,16
29196,37,192000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,25600,5.99,0,0.13,N,17
13466,23,15600,RENT,3.0,EDUCATION,B,2500,10.65,1,0.16,N,2
28769,30,50000,RENT,2.0,DEBTCONSOLIDATION,C,2000,14.79,0,0.04,Y,6
23967,28,68000,MORTGAGE,12.0,PERSONAL,C,15000,,0,0.22,N,8
12472,22,81996,MORTGAGE,7.0,EDUCATION,C,7000,14.72,0,0.09,N,4
24118,27,54400,MORTGAGE,11.0,MEDICAL,D,3000,,1,0.05,Y,5
22452,30,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.22,N,10
4901,23,42500,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0,0.18,N,3
6438,25,50000,MORTGAGE,9.0,PERSONAL,C,20000,15.27,0,0.4,N,4
3425,25,30300,MORTGAGE,4.0,MEDICAL,B,5000,10.0,1,0.17,N,2
18451,30,22000,MORTGAGE,1.0,EDUCATION,B,5375,12.21,0,0.24,N,9
3919,25,33168,MORTGAGE,9.0,PERSONAL,C,6000,15.96,1,0.18,N,4
18072,28,186000,OTHER,3.0,VENTURE,A,2500,7.4,0,0.01,N,9
3766,21,28000,RENT,2.0,EDUCATION,C,4000,15.23,0,0.14,N,2
6957,25,96000,RENT,0.0,HOMEIMPROVEMENT,A,6000,6.99,0,0.06,N,4
12839,23,36000,RENT,0.0,PERSONAL,C,3000,,1,0.08,N,4
1419,22,58000,RENT,6.0,EDUCATION,B,1000,11.26,0,0.02,N,3
24730,31,75000,MORTGAGE,8.0,VENTURE,B,15600,11.83,0,0.21,N,5
20008,28,60000,RENT,1.0,DEBTCONSOLIDATION,B,3600,12.21,0,0.06,N,10
24813,34,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,17000,11.14,1,0.24,N,8
6951,22,50400,MORTGAGE,6.0,EDUCATION,D,12000,14.09,0,0.24,N,2
14980,26,120000,MORTGAGE,0.0,EDUCATION,A,6000,,0,0.05,N,2
2190,22,68000,RENT,6.0,DEBTCONSOLIDATION,B,13500,10.62,0,0.2,N,4
25386,35,62496,RENT,6.0,VENTURE,D,12000,14.11,0,0.19,Y,8
11574,22,75000,MORTGAGE,3.0,EDUCATION,A,9000,5.79,0,0.12,N,2
3507,25,30000,RENT,3.0,VENTURE,D,10500,16.29,1,0.35,N,2
13370,23,24000,RENT,7.0,DEBTCONSOLIDATION,B,2700,10.75,1,0.11,N,2
32153,36,72000,MORTGAGE,3.0,VENTURE,A,8000,6.92,0,0.11,N,16
10334,22,20000,RENT,2.0,EDUCATION,A,10000,7.49,1,0.5,N,4
12330,25,80000,MORTGAGE,4.0,MEDICAL,A,6000,7.74,0,0.07,N,4
5398,22,45000,MORTGAGE,0.0,MEDICAL,A,9125,5.79,0,0.2,N,3
13341,23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,15000,15.31,1,0.19,N,4
13812,24,32700,OWN,8.0,EDUCATION,A,4200,7.29,0,0.13,N,2
29933,36,24168,RENT,2.0,MEDICAL,C,9925,13.06,1,0.41,N,13
25550,29,86000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8400,,0,0.1,N,10
31592,38,110000,OWN,6.0,PERSONAL,C,12000,12.99,0,0.11,Y,11
12655,22,84000,MORTGAGE,0.0,MEDICAL,A,10000,7.88,0,0.12,N,3
30588,38,60000,MORTGAGE,22.0,VENTURE,B,2700,11.99,0,0.04,N,15
23080,30,60000,OWN,11.0,MEDICAL,A,20000,6.17,0,0.33,N,5
16595,24,75000,RENT,2.0,VENTURE,B,2000,9.99,0,0.03,N,4
29057,29,36100,MORTGAGE,2.0,PERSONAL,C,14000,14.27,0,0.39,N,10
25789,27,66300,MORTGAGE,0.0,MEDICAL,E,20000,17.56,1,0.26,N,8
16227,22,55000,MORTGAGE,6.0,EDUCATION,C,1400,13.49,0,0.03,Y,3
32475,55,75000,MORTGAGE,3.0,PERSONAL,A,10000,7.51,0,0.13,N,20
7838,22,42000,RENT,6.0,DEBTCONSOLIDATION,C,7000,12.68,0,0.17,N,2
31566,48,94050,MORTGAGE,1.0,DEBTCONSOLIDATION,D,23000,14.96,1,0.24,Y,16
6296,23,33276,RENT,4.0,EDUCATION,C,6000,11.03,0,0.18,Y,4
19356,29,32400,MORTGAGE,0.0,DEBTCONSOLIDATION,C,4000,12.98,0,0.12,Y,6
13237,26,90000,MORTGAGE,10.0,PERSONAL,B,13000,10.59,0,0.14,N,3
7203,26,85000,RENT,10.0,EDUCATION,B,7000,12.42,0,0.08,N,4
5476,24,45000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4200,7.14,0,0.09,N,2
11733,25,75000,MORTGAGE,9.0,VENTURE,C,5000,13.79,0,0.07,Y,4
3375,22,45504,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.99,0,0.24,N,2
32537,56,150000,MORTGAGE,5.0,PERSONAL,B,15000,11.48,0,0.1,N,28
24235,35,46000,RENT,3.0,MEDICAL,E,10000,17.14,0,0.22,N,5
29194,44,72136,RENT,7.0,HOMEIMPROVEMENT,F,25000,19.41,1,0.35,N,17
18526,29,83700,RENT,3.0,PERSONAL,C,19000,,0,0.23,N,10
31541,41,102300,MORTGAGE,9.0,MEDICAL,B,8800,11.58,0,0.09,N,11
6223,21,28800,RENT,2.0,HOMEIMPROVEMENT,B,6000,10.62,1,0.21,N,3
15868,24,205000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,9.63,0,0.05,N,4
17566,26,72600,MORTGAGE,3.0,VENTURE,A,4500,7.74,0,0.06,N,3
8021,25,35004,RENT,0.0,PERSONAL,B,7200,9.99,0,0.21,N,4
16089,22,52000,MORTGAGE,5.0,VENTURE,A,6000,7.9,0,0.12,N,2
1139,23,53000,RENT,8.0,PERSONAL,B,17000,10.25,1,0.32,N,4
32209,37,60000,MORTGAGE,4.0,EDUCATION,C,12000,12.73,0,0.2,Y,17
32257,37,21600,RENT,7.0,MEDICAL,B,3000,12.18,0,0.14,N,14
10946,26,70000,MORTGAGE,3.0,PERSONAL,C,5400,12.53,0,0.08,N,4
22143,27,63360,RENT,1.0,EDUCATION,B,6500,9.99,0,0.1,N,8
23326,33,68500,RENT,6.0,HOMEIMPROVEMENT,B,8000,10.62,0,0.12,N,6
4165,25,40000,OWN,0.0,MEDICAL,A,11000,8.49,0,0.28,N,2
30510,36,55000,RENT,8.0,VENTURE,A,7500,8.9,0,0.14,N,13
20780,28,43000,MORTGAGE,6.0,VENTURE,A,15000,6.03,0,0.35,N,5
10511,26,68000,MORTGAGE,9.0,EDUCATION,C,12000,,0,0.18,Y,3
9637,24,45000,RENT,1.0,EDUCATION,A,8400,7.9,0,0.19,N,3
17032,26,63400,OWN,0.0,EDUCATION,B,20000,9.62,0,0.32,N,3
6719,25,60000,RENT,9.0,PERSONAL,D,6000,14.54,0,0.1,Y,3
7879,26,55000,MORTGAGE,10.0,VENTURE,A,10000,7.49,0,0.18,N,2
4148,24,72000,RENT,6.0,PERSONAL,A,4400,,0,0.06,N,4
10962,24,70000,MORTGAGE,2.0,PERSONAL,B,8950,11.89,0,0.13,N,3
13162,23,89204,MORTGAGE,5.0,EDUCATION,A,18000,7.9,0,0.2,N,4
4664,23,42000,MORTGAGE,7.0,EDUCATION,B,8000,10.99,0,0.19,N,4
25035,27,80000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7400,12.69,0,0.09,N,7
26445,30,102000,MORTGAGE,4.0,EDUCATION,A,12250,7.66,0,0.12,N,8
8082,23,50000,RENT,7.0,MEDICAL,D,7200,17.58,1,0.14,Y,2
21925,30,89004,RENT,6.0,MEDICAL,C,6000,13.16,0,0.07,Y,5
17666,22,37200,RENT,2.0,EDUCATION,A,10000,6.92,0,0.27,N,2
9105,24,54000,RENT,7.0,PERSONAL,B,5200,10.37,1,0.1,N,3
3721,26,38004,MORTGAGE,3.0,VENTURE,C,10000,13.35,0,0.26,N,2
24865,29,77367,OWN,12.0,EDUCATION,A,1000,7.37,0,0.01,N,9
27313,28,65000,RENT,13.0,HOMEIMPROVEMENT,A,15000,7.51,0,0.23,N,6
28732,33,125000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,20000,7.88,0,0.16,N,7
15173,25,125000,MORTGAGE,2.0,PERSONAL,B,14000,,0,0.11,N,4
5915,26,47300,MORTGAGE,3.0,VENTURE,B,6000,12.69,0,0.13,N,4
5870,23,48880,RENT,2.0,EDUCATION,B,5500,10.99,0,0.11,N,3
32376,60,31500,RENT,2.0,DEBTCONSOLIDATION,C,4650,13.23,0,0.15,N,27
6212,22,48000,MORTGAGE,3.0,VENTURE,B,8000,12.53,0,0.17,N,4
10189,24,65544,OWN,4.0,EDUCATION,B,5000,10.74,0,0.08,N,2
17230,26,57550,MORTGAGE,,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N,4
19043,35,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2975,5.99,0,0.1,N,5
10883,22,70000,MORTGAGE,1.0,MEDICAL,A,8400,7.88,0,0.12,N,2
14124,23,122000,RENT,7.0,DEBTCONSOLIDATION,C,14000,13.48,0,0.11,Y,2
19453,29,45996,RENT,6.0,EDUCATION,B,3000,9.76,0,0.07,N,7
23256,31,24996,RENT,0.0,DEBTCONSOLIDATION,C,5000,12.99,1,0.2,N,8
12894,23,85000,MORTGAGE,7.0,EDUCATION,C,20000,13.22,0,0.24,Y,4
1634,26,28000,OWN,5.0,PERSONAL,D,4000,15.37,0,0.14,N,3
24771,27,80004,RENT,11.0,PERSONAL,D,10000,15.2,0,0.12,N,7
8951,24,60000,OWN,4.0,EDUCATION,A,5000,5.79,0,0.08,N,3
18179,33,16000,MORTGAGE,0.0,MEDICAL,A,6000,7.14,1,0.38,N,5
11720,24,75000,MORTGAGE,2.0,VENTURE,B,10000,11.26,0,0.13,N,4
3049,22,10200,RENT,4.0,VENTURE,C,3250,,1,0.32,Y,2
4338,22,20400,RENT,1.0,DEBTCONSOLIDATION,B,4750,11.49,0,0.23,N,2
5851,23,47000,MORTGAGE,1.0,VENTURE,A,6000,5.99,0,0.13,N,2
6433,22,50000,MORTGAGE,2.0,EDUCATION,B,22000,9.91,0,0.44,N,2
9017,26,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.98,1,0.11,Y,3
24774,30,81004,RENT,3.0,VENTURE,A,10000,6.91,0,0.12,N,9
6528,23,50000,MORTGAGE,0.0,VENTURE,A,6100,,0,0.12,N,4
10285,22,66000,MORTGAGE,4.0,EDUCATION,B,17500,11.48,0,0.27,N,3
30469,36,55000,OWN,6.0,MEDICAL,C,9000,,0,0.16,N,16
20457,28,40000,MORTGAGE,6.0,PERSONAL,A,10000,9.32,0,0.25,N,8
27810,35,234600,MORTGAGE,1.0,HOMEIMPROVEMENT,D,7500,15.05,0,0.03,Y,6
28949,34,138000,MORTGAGE,14.0,MEDICAL,B,25000,11.12,0,0.18,N,6
30002,44,48000,RENT,0.0,VENTURE,C,5000,13.43,0,0.1,N,14
2245,26,28000,RENT,10.0,MEDICAL,D,13000,16.29,1,0.46,Y,3
28481,33,21996,RENT,0.0,VENTURE,C,9250,12.87,1,0.42,Y,8
4147,22,60000,RENT,0.0,EDUCATION,C,4400,15.23,0,0.07,Y,3
25878,32,32000,RENT,1.0,VENTURE,E,2600,,1,0.08,N,6
13757,23,96000,MORTGAGE,5.0,PERSONAL,A,1500,6.62,0,0.02,N,3
73,23,65000,RENT,2.0,EDUCATION,A,28000,7.9,1,0.43,N,2
11955,22,26000,RENT,5.0,PERSONAL,D,11200,16.89,1,0.43,N,3
13178,25,36000,OWN,0.0,VENTURE,B,2400,12.21,0,0.07,N,2
24049,33,69600,MORTGAGE,17.0,PERSONAL,B,16000,11.99,0,0.23,N,8
6347,24,49000,MORTGAGE,7.0,MEDICAL,A,3500,7.88,0,0.07,N,3
30831,44,55000,RENT,18.0,PERSONAL,B,9600,11.26,0,0.17,N,16
1596,23,28000,OWN,6.0,VENTURE,B,7000,9.99,0,0.25,N,4
12066,25,62050,MORTGAGE,7.0,MEDICAL,B,18300,10.62,1,0.25,N,3
3827,23,32535,RENT,6.0,PERSONAL,B,4000,,0,0.12,N,2
5772,23,46450,MORTGAGE,6.0,EDUCATION,A,10000,5.42,0,0.22,N,2
13534,23,65000,RENT,0.0,EDUCATION,B,12500,11.48,0,0.19,N,4
4387,24,30000,RENT,5.0,EDUCATION,A,4800,6.99,0,0.16,N,4
5283,24,50004,RENT,9.0,VENTURE,C,5000,,0,0.1,N,4
16092,24,45000,RENT,3.0,PERSONAL,A,7800,7.51,0,0.17,N,2
26967,27,120000,MORTGAGE,3.0,PERSONAL,B,14000,11.99,0,0.12,N,10
29603,47,30000,RENT,2.0,HOMEIMPROVEMENT,C,3000,12.99,1,0.1,N,11
12891,22,75000,RENT,6.0,VENTURE,A,12000,,0,0.16,N,3
10019,21,65000,MORTGAGE,2.0,VENTURE,B,8400,11.86,0,0.13,N,4
3852,23,38667,MORTGAGE,2.0,MEDICAL,C,4800,11.91,0,0.12,N,4
17442,22,75000,RENT,5.0,EDUCATION,B,5000,11.49,0,0.07,N,4
9396,25,70000,RENT,3.0,PERSONAL,C,8000,14.26,0,0.11,N,4
24097,35,70000,MORTGAGE,0.0,MEDICAL,B,12000,11.71,0,0.17,N,10
25510,28,69000,RENT,1.0,VENTURE,D,12000,14.46,1,0.17,N,9
14457,23,33204,RENT,7.0,MEDICAL,C,2000,14.72,0,0.06,Y,3
26595,27,107000,MORTGAGE,2.0,EDUCATION,A,10800,9.63,0,0.1,N,5
1132,25,52000,RENT,9.0,MEDICAL,C,17000,12.98,1,0.33,Y,2
13262,23,60000,RENT,3.0,EDUCATION,C,12250,10.59,0,0.2,N,3
13094,24,92341,RENT,9.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.13,N,3
25205,29,81000,MORTGAGE,5.0,PERSONAL,A,14000,7.66,0,0.17,N,9
9109,22,60000,OWN,6.0,VENTURE,A,11500,7.88,0,0.19,N,2
25749,30,75000,RENT,6.0,MEDICAL,C,12325,12.73,0,0.16,N,6
16009,24,45888,RENT,5.0,EDUCATION,A,9000,5.79,0,0.2,N,4
29087,32,110888,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10400,9.91,0,0.09,N,7
5050,23,47233,RENT,7.0,MEDICAL,B,5000,11.36,0,0.11,N,3
18894,29,18000,RENT,3.0,MEDICAL,B,1700,11.12,0,0.09,N,10
7223,25,90000,RENT,3.0,PERSONAL,C,7000,13.16,0,0.08,N,2
13062,25,78000,RENT,0.0,PERSONAL,D,12000,14.09,1,0.15,Y,3
23026,33,60000,MORTGAGE,17.0,MEDICAL,A,7000,5.42,0,0.12,N,8
15622,22,19008,OWN,,PERSONAL,A,12000,5.42,1,0.63,N,4
5964,22,39000,RENT,1.0,HOMEIMPROVEMENT,D,5600,14.96,1,0.14,N,4
26630,32,108202,MORTGAGE,6.0,MEDICAL,C,9600,13.79,0,0.09,Y,6
17693,26,55000,RENT,1.0,DEBTCONSOLIDATION,A,3200,8.49,0,0.06,N,2
8670,24,60000,MORTGAGE,8.0,EDUCATION,A,10000,6.03,0,0.17,N,3
24163,27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,1000,6.54,0,0.01,N,5
16793,24,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,8000,5.42,0,0.14,N,4
8960,24,60000,MORTGAGE,2.0,MEDICAL,B,9700,8.88,0,0.16,N,3
23511,30,63500,MORTGAGE,9.0,VENTURE,D,12000,15.33,0,0.19,Y,9
9438,24,79000,RENT,0.0,MEDICAL,B,8000,11.49,0,0.1,N,2
5273,22,50000,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.1,N,4
13383,26,90000,OWN,2.0,VENTURE,A,9500,8.07,0,0.11,N,2
6277,24,32000,RENT,1.0,HOMEIMPROVEMENT,C,6000,13.49,1,0.19,N,3
26783,29,112992,MORTGAGE,13.0,DEBTCONSOLIDATION,A,8000,7.49,0,0.07,N,8
11963,24,40000,OWN,,VENTURE,A,12000,6.03,0,0.3,N,4
31576,38,108000,MORTGAGE,7.0,VENTURE,A,4000,7.74,0,0.04,N,11
17549,22,60000,RENT,0.0,EDUCATION,A,6025,,0,0.1,N,4
12721,25,62500,RENT,2.0,VENTURE,D,12000,16.77,1,0.19,N,2
19096,31,42000,RENT,2.0,DEBTCONSOLIDATION,A,2200,9.63,0,0.05,N,8
6453,22,50000,MORTGAGE,6.0,EDUCATION,A,4800,6.03,0,0.1,N,3
18455,29,100000,RENT,0.0,PERSONAL,C,20000,13.98,0,0.2,Y,6
7713,22,54252,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3500,6.39,0,0.06,N,2
8144,26,56000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,6000,15.23,0,0.11,N,4
13405,21,22240,RENT,5.0,MEDICAL,B,2650,9.88,0,0.12,N,3
15882,22,75000,RENT,1.0,VENTURE,A,19200,,0,0.26,N,2
25741,28,90000,MORTGAGE,3.0,MEDICAL,B,21000,10.74,0,0.23,N,7
11802,22,76000,MORTGAGE,5.0,VENTURE,B,24000,10.99,0,0.32,N,2
2420,23,112995,RENT,7.0,VENTURE,A,2500,7.37,0,0.02,N,3
23953,29,68000,MORTGAGE,2.0,MEDICAL,C,5000,12.99,0,0.07,N,9
1263,24,50000,RENT,8.0,VENTURE,B,16000,10.62,1,0.32,N,2
32013,41,95000,OWN,2.0,MEDICAL,C,21600,13.92,0,0.23,Y,12
19795,28,69996,RENT,8.0,DEBTCONSOLIDATION,A,3500,6.62,0,0.05,N,9
31212,39,80000,OWN,0.0,MEDICAL,C,5000,11.22,0,0.06,N,13
27173,28,24000,OWN,,VENTURE,A,3000,6.91,0,0.13,N,5
8531,24,49000,RENT,2.0,VENTURE,D,7800,15.62,1,0.16,N,2
19915,27,48000,RENT,3.0,DEBTCONSOLIDATION,D,10800,15.99,1,0.23,N,8
9769,24,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,,0,0.16,N,4
9214,23,54000,OTHER,7.0,HOMEIMPROVEMENT,E,16000,16.32,1,0.3,N,3
10611,26,69063,MORTGAGE,,HOMEIMPROVEMENT,A,6625,7.66,0,0.1,N,4
22975,28,32376,RENT,2.0,DEBTCONSOLIDATION,F,8000,,1,0.25,Y,7
276,23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4
8878,26,60000,MORTGAGE,10.0,EDUCATION,A,7875,7.66,0,0.13,N,3
24382,29,72000,MORTGAGE,13.0,MEDICAL,A,7400,5.42,0,0.1,N,8
24525,32,74000,MORTGAGE,5.0,PERSONAL,B,15000,11.11,0,0.2,N,7
29482,49,28800,MORTGAGE,5.0,MEDICAL,A,12000,,0,0.42,N,16
